entity,relation,best-entity-query,best-concept-query,query
concept:retailstore:hermes,concept:agentcompeteswithagent,HeRMES,search,HeRMES search
concept:retailstore:hermes,concept:organizationheadquarteredincity,HeRMES,paris,HeRMES paris
concept:biotechcompany:fastenal_co,generalizations,fastenal co,,fastenal co 
concept:biotechcompany:cms_energy_corp,generalizations,CMS Energy Corp,,CMS Energy Corp 
concept:biotechcompany:axs_one_inc,generalizations,axs one inc,,axs one inc 
concept:retailstore:a_ropostale,generalizations,Aéropostale,,Aéropostale 
concept:retailstore:a_ropostale,generalizations,Aéropostale,,Aéropostale 
concept:biotechcompany:forest_oil_corp,generalizations,FOREST OIL CORP,,FOREST OIL CORP 
concept:biotechcompany:coroware_inc,generalizations,Coroware Inc,,Coroware Inc 
concept:biotechcompany:american_standard_companies_inc,generalizations,american standard companies inc,,american standard companies inc 
concept:biotechcompany:rock_a_doodle_monro_muffler_brake_inc,generalizations,Rock-a-doodle Monro Muffler Brake Inc,,Rock-a-doodle Monro Muffler Brake Inc 
concept:biotechcompany:adam_inc,generalizations,ADAM Inc,,ADAM Inc 
concept:biotechcompany:biorad,generalizations,BioRad,,BioRad 
concept:retailstore:j_c__penney_co_,generalizations,J.C. Penney Co.,,J.C. Penney Co. 
concept:biotechcompany:wireless_facilities_inc,generalizations,wireless facilities inc,,wireless facilities inc 
concept:biotechcompany:msb_bancorp_inc,generalizations,MSB BANCORP INC,,MSB BANCORP INC 
concept:biotechcompany:american_dental_partners_inc,generalizations,AMERICAN DENTAL PARTNERS INC,,AMERICAN DENTAL PARTNERS INC 
concept:hospital:yuma_regional_medical_center,generalizations,Yuma Regional Medical Center,,Yuma Regional Medical Center 
concept:biotechcompany:ducommun,generalizations,Ducommun,,Ducommun 
concept:biotechcompany:spectrascience_inc,generalizations,SPECTRASCIENCE INC,,SPECTRASCIENCE INC 
concept:biotechcompany:tandy_leather_factory_inc,generalizations,Tandy Leather Factory Inc,,Tandy Leather Factory Inc 
concept:biotechcompany:bare_escentuals_inc,generalizations,BARE ESCENTUALS INC,,BARE ESCENTUALS INC 
concept:biotechcompany:pnm_resources_inc,generalizations,PNM RESOURCES INC,,PNM RESOURCES INC 
concept:biotechcompany:xillix_technologies_corporation,generalizations,xillix technologies corporation,,xillix technologies corporation 
concept:company:motorola_mobility_holdings,concept:acquiredby,Motorola Mobility Holdings,Google,Motorola Mobility Holdings Google
concept:biotechcompany:australian_canadian_oil_royalties_ltd,generalizations,Australian Canadian Oil Royalties Ltd,,Australian Canadian Oil Royalties Ltd 
concept:biotechcompany:anheuser_busch_cos_inc,generalizations,ANHEUSER BUSCH COS INC,,ANHEUSER BUSCH COS INC 
concept:biotechcompany:sungro_minerals_inc,generalizations,Sungro Minerals Inc,,Sungro Minerals Inc 
concept:biotechcompany:norfolk_southern_corporation,generalizations,norfolk southern corporation,,norfolk southern corporation 
concept:biotechcompany:investors_capital_holdings_ltd,generalizations,INVESTORS CAPITAL HOLDINGS LTD,,INVESTORS CAPITAL HOLDINGS LTD 
concept:biotechcompany:aurora_biosciences,generalizations,Aurora Biosciences,,Aurora Biosciences 
concept:biotechcompany:neurochem_inc,generalizations,neurochem inc,,neurochem inc 
concept:biotechcompany:emerson_electric_co,generalizations,Emerson Electric Co,,Emerson Electric Co 
concept:biotechcompany:first_m_f_corp,generalizations,First M&F Corp,,First M&F Corp 
concept:biotechcompany:sorrento_networks_corp,generalizations,sorrento_networks_corp,,sorrento_networks_corp 
concept:biotechcompany:research_frontiers_inc,generalizations,research frontiers inc,,research frontiers inc 
concept:biotechcompany:johnson_controls_inc,generalizations,johnson_controls_inc,,johnson_controls_inc 
concept:biotechcompany:acrometrix_corporation,generalizations,acrometrix corporation,,acrometrix corporation 
concept:biotechcompany:cardiotech_international,generalizations,Cardiotech International,,Cardiotech International 
concept:biotechcompany:warwick_valley_telephone,generalizations,Warwick Valley Telephone,,Warwick Valley Telephone 
concept:company:waste_pro,generalizations,Waste Pro,,Waste Pro 
concept:mountain:mount_veniaminof,generalizations,mount veniaminof,,mount veniaminof 
concept:biotechcompany:alliant_pharmaceuticals,generalizations,Alliant Pharmaceuticals,,Alliant Pharmaceuticals 
concept:biotechcompany:aerovironment_inc,generalizations,aerovironment inc,,aerovironment inc 
concept:biotechcompany:navios_maritime_holdings_inc,generalizations,Navios Maritime Holdings Inc,,Navios Maritime Holdings Inc 
concept:biotechcompany:camden_property_trust,generalizations,CAMDEN PROPERTY TRUST,,CAMDEN PROPERTY TRUST 
concept:biotechcompany:ecc_capital_corp,generalizations,ecc capital corp,,ecc capital corp 
concept:biotechcompany:vicuron_pharmaceuticals_inc,generalizations,Vicuron Pharmaceuticals Inc,,Vicuron Pharmaceuticals Inc 
concept:biotechcompany:t_3_energy_services,generalizations,T-3 Energy Services,,T-3 Energy Services 
concept:biotechcompany:mosaic_co,generalizations,MOSAIC CO,,MOSAIC CO 
concept:company:bgc_partners_inc,generalizations,BGC Partners Inc,,BGC Partners Inc 
concept:biotechcompany:abatix_corp,generalizations,ABATIX CORP,,ABATIX CORP 
concept:biotechcompany:n8x8_inc,generalizations,8x8 Inc,,8x8 Inc 
concept:biotechcompany:n3d_systems_corp,generalizations,3D SYSTEMS CORP,,3D SYSTEMS CORP 
concept:company:bombardier_inc_,concept:organizationhastopmember,bombardier,Laurent Beaudoin,bombardier Laurent Beaudoin
concept:company:bombardier_inc_,generalizations,bombardier,,bombardier 
concept:biotechcompany:bristol_meyers_squibb_company,generalizations,Bristol-Meyers Squibb Company,,Bristol-Meyers Squibb Company 
concept:biotechcompany:energy_transfer_equity,generalizations,Energy Transfer Equity,,Energy Transfer Equity 
concept:biotechcompany:haas_company,generalizations,Haas Company,,Haas Company 
concept:biotechcompany:ivax,generalizations,Ivax Pharmaceuticals,,Ivax Pharmaceuticals 
concept:biotechcompany:ivax,generalizations,Ivax Pharmaceuticals,,Ivax Pharmaceuticals 
concept:biotechcompany:alcon_pharmaceuticals,generalizations,alcon pharmaceuticals,,alcon pharmaceuticals 
concept:biotechcompany:co_inc,generalizations,co inc,,co inc 
concept:biotechcompany:co_inc,generalizations,co inc,,co inc 
concept:biotechcompany:biosource,generalizations,Biosource,,Biosource 
concept:biotechcompany:therma_wave_inc,generalizations,Therma-Wave Inc,,Therma-Wave Inc 
concept:biotechcompany:standard_motor_products,generalizations,Standard Motor Products,,Standard Motor Products 
concept:biotechcompany:sterling_group_ventures_inc,generalizations,STERLING GROUP VENTURES INC,,STERLING GROUP VENTURES INC 
concept:biotechcompany:avici_systems_inc,generalizations,Avici Systems Inc,,Avici Systems Inc 
concept:biotechcompany:american_learning_corp,generalizations,American Learning Corp,,American Learning Corp 
concept:biotechcompany:aetna_incorporated,generalizations,Aetna Incorporated,,Aetna Incorporated 
concept:biotechcompany:maxus_realty_trust_inc,generalizations,Maxus Realty Trust Inc,,Maxus Realty Trust Inc 
concept:biotechcompany:aclara_biosciences_inc,generalizations,ACLARA BioSciences Inc,,ACLARA BioSciences Inc 
concept:biotechcompany:powershares_nxq_portfolio,generalizations,powershares nxq portfolio,,powershares nxq portfolio 
concept:biotechcompany:mantech_international_corp_a,generalizations,MANTECH INTERNATIONAL CORP-A,,MANTECH INTERNATIONAL CORP-A 
concept:biotechcompany:cessna_grand_caravan,generalizations,Cessna Grand Caravan,,Cessna Grand Caravan 
concept:biotechcompany:ableauctions_com_inc,generalizations,ABLEAUCTIONS COM INC,,ABLEAUCTIONS COM INC 
concept:biotechcompany:keravision,generalizations,KeraVision,,KeraVision 
concept:biotechcompany:mim_corp,generalizations,MIM CORP,,MIM CORP 
concept:biotechcompany:cit_group,concept:companyalsoknownas,cit-group,CIT,cit-group CIT
concept:biotechcompany:cit_group,generalizations,cit-group,,cit-group 
concept:biotechcompany:cit_group,generalizations,cit-group,,cit-group 
concept:biotechcompany:centocor,generalizations,Centocor,,Centocor 
concept:biotechcompany:jnj,concept:companyalsoknownas,JNJ,johnson & johnson,JNJ johnson & johnson
concept:biotechcompany:jnj,generalizations,JNJ,,JNJ 
concept:biotechcompany:plum_creek_timber_co_inc,generalizations,plum creek timber co inc,,plum creek timber co inc 
concept:biotechcompany:second_bancorp_inc,generalizations,SECOND BANCORP INC,,SECOND BANCORP INC 
concept:biotechcompany:genzomed_biotech,generalizations,Genzomed Biotech,,Genzomed Biotech 
concept:biotechcompany:vertex_pharmaceuticals_inc_,generalizations,Vertex Pharmaceuticals Inc.,,Vertex Pharmaceuticals Inc. 
concept:biotechcompany:ross_river_minerals_inc,generalizations,Ross River Minerals Inc,,Ross River Minerals Inc 
concept:biotechcompany:sono_tek_corp,generalizations,SONO TEK CORP,,SONO TEK CORP 
concept:biotechcompany:lifecore,generalizations,lifecore,,lifecore 
concept:biotechcompany:arcadia_resources_inc,generalizations,Arcadia Resources Inc,,Arcadia Resources Inc 
concept:biotechcompany:mod_pac_corp,generalizations,MOD-PAC Corp,,MOD-PAC Corp 
concept:biotechcompany:enzymotec,generalizations,Enzymotec,,Enzymotec 
concept:company:orange_micro,generalizations,Orange Micro,,Orange Micro 
concept:biotechcompany:inflazyme_pharmaceuticals,generalizations,Inflazyme Pharmaceuticals,,Inflazyme Pharmaceuticals 
concept:biotechcompany:hf_finl_corp,generalizations,HF FINL CORP,,HF FINL CORP 
concept:biotechcompany:tele_norte_leste,generalizations,Tele Norte Leste,,Tele Norte Leste 
concept:company:starpharma_holdings_ltd,generalizations,Starpharma Holdings Ltd,,Starpharma Holdings Ltd 
concept:biotechcompany:american_electric_technologies_inc,generalizations,american electric technologies inc,,american electric technologies inc 
concept:biotechcompany:ensco_plc,generalizations,Ensco plc,,Ensco plc 
concept:biotechcompany:dean_foods_co,generalizations,Dean Foods Co,,Dean Foods Co 
concept:biotechcompany:methanex_corp,generalizations,methanex corp,,methanex corp 
concept:biotechcompany:federal_united_corp,generalizations,Federal United Corp,,Federal United Corp 
concept:biotechcompany:moneygram_international_inc,generalizations,Moneygram International Inc,,Moneygram International Inc 
concept:biotechcompany:msc_industrial_direct,generalizations,MSC Industrial Direct,,MSC Industrial Direct 
concept:company:academic_superstore,generalizations,Academic Superstore,,Academic Superstore 
concept:biotechcompany:cortez_gold_corp,generalizations,Cortez Gold Corp,,Cortez Gold Corp 
concept:biotechcompany:dorchester_minerals,generalizations,Dorchester Minerals,,Dorchester Minerals 
concept:biotechcompany:genaera_corp,generalizations,GENAERA CORP,,GENAERA CORP 
concept:biotechcompany:dynacq_healthcare_inc,generalizations,Dynacq Healthcare Inc,,Dynacq Healthcare Inc 
concept:biotechcompany:molina_healthcare_inc,generalizations,Molina Healthcare Inc,,Molina Healthcare Inc 
concept:biotechcompany:bodisen_biotech_inc,generalizations,bodisen_biotech_inc,,bodisen_biotech_inc 
concept:biotechcompany:western_asset_global_partners_income_fund_inc,generalizations,Western Asset Global Partners Income Fund Inc,,Western Asset Global Partners Income Fund Inc 
concept:biotechcompany:riverbed_technology_inc,generalizations,RIVERBED TECHNOLOGY INC,,RIVERBED TECHNOLOGY INC 
concept:biotechcompany:chugai_biopharmaceuticals,generalizations,chugai biopharmaceuticals,,chugai biopharmaceuticals 
concept:biotechcompany:mfa_mortgage,generalizations,MFA Mortgage,,MFA Mortgage 
concept:biotechcompany:hpl_technologies_inc,generalizations,HPL TECHNOLOGIES INC,,HPL TECHNOLOGIES INC 
concept:biotechcompany:west_pharmaceutical_services,generalizations,West Pharmaceutical Services,,West Pharmaceutical Services 
concept:biotechcompany:grifols_biologicals_inc,generalizations,Grifols Biologicals Inc,,Grifols Biologicals Inc 
concept:biotechcompany:mercantile_bancorp_inc,generalizations,MERCANTILE BANCORP INC,,MERCANTILE BANCORP INC 
concept:petroleumrefiningcompany:exxonmobil_corp_,generalizations,ExxonMobil Corp.,,ExxonMobil Corp. 
concept:petroleumrefiningcompany:exxonmobil_corp_,generalizations,ExxonMobil Corp.,,ExxonMobil Corp. 
concept:biotechcompany:waste_services_inc,generalizations,waste services inc,,waste services inc 
concept:biotechcompany:glenwood,generalizations,glenwood,,glenwood 
concept:biotechcompany:e5_pharma,generalizations,e5 pharma,,e5 pharma 
concept:biotechcompany:genelabs_technologies,generalizations,Genelabs Technologies,,Genelabs Technologies 
concept:biotechcompany:astronics_corp,generalizations,ASTRONICS CORP,,ASTRONICS CORP 
concept:biotechcompany:seneca_foods_corp,generalizations,SENECA FOODS CORP,,SENECA FOODS CORP 
concept:biotechcompany:oxford_industries_inc,generalizations,oxford industries inc,,oxford industries inc 
concept:biotechcompany:northern_research_laboratories,generalizations,northern research laboratories,,northern research laboratories 
concept:biotechcompany:bio_ved_pharmaceuticals_inc,generalizations,BIO-VED Pharmaceuticals Inc,,BIO-VED Pharmaceuticals Inc 
concept:biotechcompany:nexxus_lighting_inc,generalizations,nexxus lighting inc,,nexxus lighting inc 
concept:biotechcompany:medquist_inc,generalizations,MEDQUIST INC,,MEDQUIST INC 
concept:company:savi_technology,generalizations,Savi Technology,,Savi Technology 
concept:retailstore:galeries_lafayette_and_printemps,generalizations,Galeries Lafayette and Printemps,,Galeries Lafayette and Printemps 
concept:retailstore:galeries_lafayette_and_printemps,generalizations,Galeries Lafayette and Printemps,,Galeries Lafayette and Printemps 
concept:company:helen_of_troy_ltd,generalizations,Helen of Troy Ltd,,Helen of Troy Ltd 
concept:biotechcompany:watsco_inc,generalizations,watsco inc,,watsco inc 
concept:biotechcompany:tefron_ltd,generalizations,tefron ltd,,tefron ltd 
concept:biotechcompany:akela_pharma_inc,generalizations,Akela Pharma Inc,,Akela Pharma Inc 
concept:biotechcompany:helvetica,concept:companyalsoknownas,helvetica,Linotype,helvetica Linotype
concept:biotechcompany:nbty_inc,generalizations,NBTY Inc,,NBTY Inc 
concept:biotechcompany:nbty_inc,generalizations,NBTY Inc,,NBTY Inc 
concept:biotechcompany:usl_pharma,generalizations,usl pharma,,usl pharma 
concept:biotechcompany:vanda_pharmaceuticals,generalizations,VANDA PHARMACEUTICALS,,VANDA PHARMACEUTICALS 
concept:biotechcompany:great_basin_gold_ltd,generalizations,Great Basin Gold Ltd,,Great Basin Gold Ltd 
concept:company:geico_direct,generalizations,Geico Direct,,Geico Direct 
concept:biotechcompany:brookline_bancorp_inc,generalizations,BROOKLINE BANCORP INC,,BROOKLINE BANCORP INC 
concept:biotechcompany:primesource_corp,generalizations,PRIMESOURCE CORP,,PRIMESOURCE CORP 
concept:biotechcompany:transcat_inc,generalizations,TRANSCAT INC,,TRANSCAT INC 
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Lotus Development Corporation,IBM corporation Lotus Development Corporation
concept:biotechcompany:ibm,concept:acquired,IBM corporation,INFORMIX,IBM corporation INFORMIX
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Telelogic,IBM corporation Telelogic
concept:biotechcompany:ibm,concept:acquired,IBM corporation,spss,IBM corporation spss
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Internet security systems,IBM corporation Internet security systems
concept:biotechcompany:ibm,concept:acquired,IBM corporation,ascential software,IBM corporation ascential software
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Ounce Labs,IBM corporation Ounce Labs
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Micromuse,IBM corporation Micromuse
concept:biotechcompany:ibm,concept:acquired,IBM corporation,PwC,IBM corporation PwC
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Lotus Development Corporation,IBM corporation Lotus Development Corporation
concept:biotechcompany:ibm,concept:acquired,IBM corporation,lombardi,IBM corporation lombardi
concept:biotechcompany:ibm,concept:acquired,IBM corporation,Filenet,IBM corporation Filenet
